Name,Description,Managers,Members
T777,Team Description from T777,777,9269749121
T778,Team Description from T778,778,9340818650
T779,Team Description from T779,779,9391500489
T780,Team Description from T780,780,9802501854
T781,Team Description from T781,781,9205730233
T782,Team Description from T782,782,9589822498
T783,Team Description from T783,783,9152774344
T784,Team Description from T784,784,9201961640
T785,Team Description from T785,785,9612871667
T786,Team Description from T786,786,9385475235
T787,Team Description from T787,787,9151922275
T788,Team Description from T788,788,9935705284
T789,Team Description from T789,789,9113319107
T790,Team Description from T790,790,9442092868
T791,Team Description from T791,791,9751993644
T792,Team Description from T792,792,9901928187
T793,Team Description from T793,793,9182124407
T794,Team Description from T794,794,9351829018
T795,Team Description from T795,795,9075014543
T796,Team Description from T796,796,9511313918
T797,Team Description from T797,797,9029887604
T798,Team Description from T798,798,9655891983
T799,Team Description from T799,799,9802585404
T800,Team Description from T800,800,9408237392
T801,Team Description from T801,801,9650056097
T802,Team Description from T802,802,9208322993
T803,Team Description from T803,803,9929140111
T804,Team Description from T804,804,9304907095
T805,Team Description from T805,805,9369053139
T806,Team Description from T806,806,9066193009
T807,Team Description from T807,807,9544828699
T808,Team Description from T808,808,9563709524
T809,Team Description from T809,809,9720690420
T810,Team Description from T810,810,9588792990
T811,Team Description from T811,811,9219765403
T812,Team Description from T812,812,9085195746
T813,Team Description from T813,813,9165657776
T814,Team Description from T814,814,9369101029
T815,Team Description from T815,815,9272118131
T816,Team Description from T816,816,9397429526
T817,Team Description from T817,817,9855651500
T818,Team Description from T818,818,9895970544
T819,Team Description from T819,819,9393443886
T820,Team Description from T820,820,9396004235
T821,Team Description from T821,821,9617087809
T822,Team Description from T822,822,9216563473
T823,Team Description from T823,823,9681408442
T824,Team Description from T824,824,9353815606
T825,Team Description from T825,825,9778589199
T826,Team Description from T826,826,9255545510
T827,Team Description from T827,827,9303590890
T828,Team Description from T828,828,9820640789
T829,Team Description from T829,829,9587731625
T830,Team Description from T830,830,9800762348
T831,Team Description from T831,831,9775867186
T832,Team Description from T832,832,9560618706
T833,Team Description from T833,833,9612587289
T834,Team Description from T834,834,9013794615
T835,Team Description from T835,835,9910496133
T836,Team Description from T836,836,9010846110
T837,Team Description from T837,837,9348548537
T838,Team Description from T838,838,9400273523
T839,Team Description from T839,839,9477493539
T840,Team Description from T840,840,9852911328
T841,Team Description from T841,841,9941194760
T842,Team Description from T842,842,9163848890
T843,Team Description from T843,843,9237611704
T844,Team Description from T844,844,9825945167
T845,Team Description from T845,845,9708529089
T846,Team Description from T846,846,9282949674
T847,Team Description from T847,847,9731639490
T848,Team Description from T848,848,9849307236
T849,Team Description from T849,849,9579963985
T850,Team Description from T850,850,9346418242
T851,Team Description from T851,851,9431537556
T852,Team Description from T852,852,9173486290
T853,Team Description from T853,853,9523172628
T854,Team Description from T854,854,9244942714
T855,Team Description from T855,855,9523776206
T856,Team Description from T856,856,9877453919
T857,Team Description from T857,857,9357926504
T858,Team Description from T858,858,9248463546
T859,Team Description from T859,859,9704607736
T860,Team Description from T860,860,9313586492
T861,Team Description from T861,861,9977517568
T862,Team Description from T862,862,9654943532
T863,Team Description from T863,863,9676884217
T864,Team Description from T864,864,9383140908
T865,Team Description from T865,865,9597112135
T866,Team Description from T866,866,9477976075
T867,Team Description from T867,867,9976631301
T868,Team Description from T868,868,9111051599
T869,Team Description from T869,869,9500498546
T870,Team Description from T870,870,9148927875
T871,Team Description from T871,871,9782123716
T872,Team Description from T872,872,9729614785
T873,Team Description from T873,873,9275455802
T874,Team Description from T874,874,9581396911
T875,Team Description from T875,875,9232874842
T876,Team Description from T876,876,9531527613
T877,Team Description from T877,877,9731415609
T878,Team Description from T878,878,9636349736
T879,Team Description from T879,879,9072380098
T880,Team Description from T880,880,9746023298
T881,Team Description from T881,881,9901966561
T882,Team Description from T882,882,9723051849
T883,Team Description from T883,883,9462475308
T884,Team Description from T884,884,9689127494
T885,Team Description from T885,885,9492485441
T886,Team Description from T886,886,9413293697
T887,Team Description from T887,887,9260698634
T888,Team Description from T888,888,9137899999
T889,Team Description from T889,889,9610110263
T890,Team Description from T890,890,9332134138
T891,Team Description from T891,891,9069327144
T892,Team Description from T892,892,9528144772
T893,Team Description from T893,893,9619952333
T894,Team Description from T894,894,9213810856
T895,Team Description from T895,895,9387840205
T896,Team Description from T896,896,9023483734
T897,Team Description from T897,897,9504516773
T898,Team Description from T898,898,9665878624
T899,Team Description from T899,899,9459336818
T900,Team Description from T900,900,9953513655
T901,Team Description from T901,901,9032114779
T902,Team Description from T902,902,9504110575
T903,Team Description from T903,903,9650417606
T904,Team Description from T904,904,9588725993
T905,Team Description from T905,905,9217019444
T906,Team Description from T906,906,9658963823
T907,Team Description from T907,907,9035284807
T908,Team Description from T908,908,9855060457
T909,Team Description from T909,909,9217314037
T910,Team Description from T910,910,9023181222
T911,Team Description from T911,911,9505386872
T912,Team Description from T912,912,9001251435
T913,Team Description from T913,913,9592402173
T914,Team Description from T914,914,9666981281
T915,Team Description from T915,915,9698644251
T916,Team Description from T916,916,9849430803
T917,Team Description from T917,917,9586343755
T918,Team Description from T918,918,9959491087
T919,Team Description from T919,919,9151812468
T920,Team Description from T920,920,9735811801
T921,Team Description from T921,921,9093027962
T922,Team Description from T922,922,9670851085
T923,Team Description from T923,923,9919887408
T924,Team Description from T924,924,9785167066
T925,Team Description from T925,925,9110560216
T926,Team Description from T926,926,9252583727
T927,Team Description from T927,927,9148362782
T928,Team Description from T928,928,9486601453
T929,Team Description from T929,929,9221445911
T930,Team Description from T930,930,9805610729
T931,Team Description from T931,931,9469548804
T932,Team Description from T932,932,9782869724
T933,Team Description from T933,933,9694519763
T934,Team Description from T934,934,9097654794
T935,Team Description from T935,935,9241352377
T936,Team Description from T936,936,9256211405
T937,Team Description from T937,937,9885268687
T938,Team Description from T938,938,9421872923
T939,Team Description from T939,939,9050219878
T940,Team Description from T940,940,9240613903
T941,Team Description from T941,941,9753196340
T942,Team Description from T942,942,9251260227
T943,Team Description from T943,943,9321183075
T944,Team Description from T944,944,9498860910
T945,Team Description from T945,945,9697394028
T946,Team Description from T946,946,9613533692
T947,Team Description from T947,947,9098613644
T948,Team Description from T948,948,9773697538
T949,Team Description from T949,949,9329571872
T950,Team Description from T950,950,9271245140
T951,Team Description from T951,951,9912382111
T952,Team Description from T952,952,9013804212
T953,Team Description from T953,953,9443417982
T954,Team Description from T954,954,9295657878
T955,Team Description from T955,955,9036577985
T956,Team Description from T956,956,9373037134
T957,Team Description from T957,957,9405017600
T958,Team Description from T958,958,9696557475
T959,Team Description from T959,959,9589949589
T960,Team Description from T960,960,9459502867
T961,Team Description from T961,961,9983521119
T962,Team Description from T962,962,9009034575
T963,Team Description from T963,963,9119226539
T964,Team Description from T964,964,9501920815
